Player,Position,Team,Prop Type,Prop Value,Opposing Team,Stadium,Game-Time Temp (°F),Game-Time Humidity (%),Game-Time Wind Speed (mph),Game-Time Wind Dir (°),Game-Time Effect on Hitters,Odds Category,Start Time,Full Opposing Team,Opposing Pitcher,Pitcher Handedness,G_vs_rhp,AB_vs_rhp,H_vs_rhp,HR_vs_rhp,RBI_vs_rhp,PA_vs_rhp,AVG_vs_rhp,OBP_vs_rhp,SLG_vs_rhp,OPS_vs_rhp,G_vs_rhp_5,AB_vs_rhp_5,H_vs_rhp_5,HR_vs_rhp_5,RBI_vs_rhp_5,PA_vs_rhp_5,AVG_vs_rhp_5,OBP_vs_rhp_5,SLG_vs_rhp_5,OPS_vs_rhp_5,G_vs_rhp_10,AB_vs_rhp_10,H_vs_rhp_10,HR_vs_rhp_10,RBI_vs_rhp_10,PA_vs_rhp_10,AVG_vs_rhp_10,OBP_vs_rhp_10,SLG_vs_rhp_10,OPS_vs_rhp_10,G_vs_rhp_15,AB_vs_rhp_15,H_vs_rhp_15,HR_vs_rhp_15,RBI_vs_rhp_15,PA_vs_rhp_15,AVG_vs_rhp_15,OBP_vs_rhp_15,SLG_vs_rhp_15,OPS_vs_rhp_15,BB%_vs_rhp,K%_vs_rhp,BB/K_vs_rhp,ISO_vs_rhp,BABIP_vs_rhp,wOBA_vs_rhp,wRC+_vs_rhp,G_vs_lhp,AB_vs_lhp,H_vs_lhp,HR_vs_lhp,RBI_vs_lhp,PA_vs_lhp,AVG_vs_lhp,OBP_vs_lhp,SLG_vs_lhp,OPS_vs_lhp,G_vs_lhp_5,AB_vs_lhp_5,H_vs_lhp_5,HR_vs_lhp_5,RBI_vs_lhp_5,PA_vs_lhp_5,AVG_vs_lhp_5,OBP_vs_lhp_5,SLG_vs_lhp_5,OPS_vs_lhp_5,G_vs_lhp_10,AB_vs_lhp_10,H_vs_lhp_10,HR_vs_lhp_10,RBI_vs_lhp_10,PA_vs_lhp_10,AVG_vs_lhp_10,OBP_vs_lhp_10,SLG_vs_lhp_10,OPS_vs_lhp_10,G_vs_lhp_15,AB_vs_lhp_15,H_vs_lhp_15,HR_vs_lhp_15,RBI_vs_lhp_15,PA_vs_lhp_15,AVG_vs_lhp_15,OBP_vs_lhp_15,SLG_vs_lhp_15,OPS_vs_lhp_15,BB%_vs_lhp,K%_vs_lhp,BB/K_vs_lhp,ISO_vs_lhp,BABIP_vs_lhp,wOBA_vs_lhp,wRC+_vs_lhp,EV,Barrel%,Hard Hit %,xBA,xwOBA,Heart_Swing,Heart_Take,Heart_Run,Shadow_Swing,Shadow_Take,Shadow_Run,Chase_Swing,Chase_Take,Chase_Run,Waste_Swing,Waste_Take,Waste_Run,4seam_fastball_HardHit%,changeup_HardHit%,curveball_HardHit%,cutter_HardHit%,sinker_HardHit%,slider_HardHit%,sweeper_HardHit%,4seam_fastball_RV100,changeup_RV100,curveball_RV100,cutter_RV100,sinker_RV100,slider_RV100,sweeper_RV100,4seam_fastball_wOBA,changeup_wOBA,curveball_wOBA,cutter_wOBA,sinker_wOBA,slider_wOBA,sweeper_wOBA,4seam_fastball_xwOBA,changeup_xwOBA,curveball_xwOBA,cutter_xwOBA,sinker_xwOBA,slider_xwOBA,sweeper_xwOBA,Team Name,Weather Team Name,Park_Factor_Basic,Park_Factor_1B,Park_Factor_2B,Park_Factor_3B,Park_Factor_HR,Park_Factor_SO,Park_Factor_BB,Park_Factor_GB,Park_Factor_FB,Park_Factor_LD,Park_Factor_IFFB,Park_Factor_FIP,TB,AB,IBB,XBH,H,CS,BB,RBI,HBP,SB,2B,R,SH,PA,SO,3B,SF,GIDP,HR,Actual Stat,Hit
francisco lindor,IF,NYM,Runs,0.5,WSH,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Nationals,mackenzie gore,left,62,193,55,10,27,223,0.285,0.363,0.487,0.85,5,16,4,0,2,17,0.25,0.294,0.313,0.607,10,29,8,2,4,31,0.276,0.323,0.517,0.84,15,45,11,2,5,51,0.244,0.314,0.422,0.736,8.1%,18.5%,0.44,0.202,0.308,0.367,140.0,36,65,18,4,11,71,0.277,0.324,0.492,0.816,5,8,3,1,2,10,0.375,0.5,0.75,1.25,10,15,6,2,4,18,0.4,0.5,0.8,1.3,15,28,8,3,5,32,0.286,0.375,0.643,1.018,7.0%,14.1%,0.5,0.215,0.269,0.352,130.0,90.2,9.0%,43.4%,0.266,0.348,223.0,98.0,1.0,279.0,236.0,-7.0,56.0,204.0,10.0,3.0,73.0,5.0,50.7,28.1,40.0,,51.9,,,0.0,-0.8,0.6,,2.0,,,0.354,0.218,0.303,,0.44,,,0.379,0.231,0.287,,0.401,,,Mets,Mets,96,96,95,86,99,102,103,97,100,96,108,99,1,4,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.0,0
starling marte,OF,NYM,Hits+Runs+RBIs,1.5,WSH,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Nationals,mackenzie gore,left,29,63,16,2,11,76,0.254,0.36,0.397,0.757,5,10,4,1,1,11,0.4,0.455,0.8,1.255,10,18,7,1,2,23,0.389,0.5,0.611,1.111,15,32,10,1,4,38,0.313,0.405,0.438,0.843,6.6%,17.1%,0.38,0.143,0.286,0.341,122.0,29,48,11,2,4,55,0.229,0.327,0.375,0.702,5,7,2,0,0,7,0.286,0.286,0.286,0.571,10,15,4,1,1,16,0.267,0.313,0.467,0.779,15,24,7,1,1,26,0.292,0.346,0.458,0.804,9.1%,18.2%,0.5,0.146,0.25,0.318,106.0,87.2,6.7%,37.8%,0.255,0.338,101.0,36.0,0.0,116.0,97.0,-4.0,31.0,66.0,2.0,0.0,39.0,4.0,38.7,,,,,,,0.3,,,,,,,0.354,,,,,,,0.308,,,,,,,Mets,Mets,96,96,95,86,99,102,103,97,100,96,108,99,0,3,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,0,1.0,0
cj abrams,IF,WSH,Hits+Runs+RBIs,1.5,NYM,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Mets,griffin canning,right,47,137,37,6,14,157,0.27,0.353,0.489,0.842,5,14,3,0,1,14,0.214,0.214,0.286,0.5,10,33,5,0,1,39,0.152,0.282,0.212,0.494,15,45,7,0,2,53,0.156,0.283,0.222,0.505,7.6%,17.8%,0.43,0.219,0.298,0.367,137.0,33,67,16,2,6,70,0.239,0.271,0.388,0.659,5,14,1,0,0,14,0.071,0.071,0.071,0.143,10,20,2,0,0,20,0.1,0.1,0.1,0.2,15,31,5,1,1,31,0.161,0.161,0.29,0.452,1.4%,21.4%,0.07,0.149,0.28,0.29,84.0,89.6,8.6%,41.7%,0.282,0.354,160.0,66.0,-5.0,204.0,148.0,-1.0,52.0,127.0,4.0,3.0,55.0,4.0,37.5,,,,,27.3,,-0.4,,,,,-2.5,,0.35,,,,,0.185,,0.36,,,,,0.249,,Nationals,Mets,99,99,99,92,100,98,98,100,102,98,100,101,8,4,0,3,3,0,0,2,1,0,2,2,0,5,1,0,0,0,1,7.0,1
luis garcia,IF,WSH,Hits+Runs+RBIs,1.5,NYM,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Mets,griffin canning,right,55,171,49,5,23,183,0.287,0.322,0.45,0.773,5,7,1,0,0,7,0.143,0.143,0.286,0.429,10,36,14,1,8,37,0.389,0.405,0.583,0.989,15,48,18,1,9,50,0.375,0.4,0.563,0.963,4.9%,13.1%,0.38,0.164,0.306,0.336,115.0,21,30,3,0,4,37,0.1,0.189,0.133,0.323,5,7,1,0,0,7,0.143,0.143,0.286,0.429,10,12,1,0,2,15,0.083,0.2,0.167,0.367,15,21,2,0,4,27,0.095,0.185,0.143,0.328,8.1%,10.8%,0.75,0.033,0.103,0.158,-6.0,90.2,9.0%,46.1%,0.311,0.371,133.0,41.0,-1.0,192.0,149.0,-4.0,67.0,118.0,1.0,4.0,58.0,3.0,48.5,,39.3,,51.4,61.1,,0.3,,-1.2,,-0.1,0.7,,0.366,,0.233,,0.354,0.31,,0.392,,0.326,,0.412,0.371,,Nationals,Mets,99,99,99,92,100,98,98,100,102,98,100,101,0,2,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0
james wood,OF,WSH,Walks,0.5,NYM,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Mets,griffin canning,right,59,162,45,11,28,192,0.278,0.38,0.556,0.936,5,17,3,0,2,19,0.176,0.211,0.235,0.446,10,32,8,3,8,38,0.25,0.342,0.625,0.967,15,45,14,3,13,53,0.311,0.377,0.6,0.977,14.1%,27.1%,0.52,0.278,0.337,0.399,159.0,48,82,21,5,17,92,0.256,0.337,0.488,0.825,5,11,1,0,0,12,0.091,0.167,0.091,0.258,10,18,3,1,4,20,0.167,0.25,0.389,0.639,15,25,5,2,6,29,0.2,0.31,0.48,0.79,10.9%,28.3%,0.38,0.232,0.314,0.36,132.0,94.0,18.5%,58.9%,0.275,0.398,194.0,116.0,11.0,223.0,317.0,-10.0,58.0,237.0,9.0,5.0,77.0,4.0,74.5,50.0,36.4,,50.0,63.6,,2.7,0.5,1.8,,-1.8,2.4,,0.509,0.322,0.344,,0.299,0.446,,0.547,0.322,0.235,,0.288,0.489,,Nationals,Mets,99,99,99,92,100,98,98,100,102,98,100,101,1,4,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,1,0,1.0,1
juan soto,OF,NYM,Hits+Runs+RBIs,1.5,WSH,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Nationals,mackenzie gore,left,63,175,40,9,20,213,0.229,0.362,0.434,0.796,5,13,5,0,1,21,0.385,0.619,0.385,1.004,10,20,8,2,3,30,0.4,0.6,0.75,1.35,15,37,10,2,6,49,0.27,0.449,0.486,0.935,17.4%,14.6%,1.19,0.206,0.228,0.346,125.0,45,59,17,2,11,81,0.288,0.444,0.441,0.885,5,8,2,1,2,10,0.25,0.4,0.625,1.025,10,15,4,1,3,19,0.267,0.421,0.533,0.954,15,21,5,1,5,29,0.238,0.379,0.429,0.808,22.2%,18.5%,1.2,0.153,0.333,0.393,158.0,93.8,14.6%,54.7%,0.304,0.436,225.0,137.0,-4.0,182.0,317.0,-3.0,26.0,261.0,17.0,1.0,100.0,6.0,69.1,35.0,61.1,60.9,41.7,50.0,,2.0,-0.2,0.4,5.8,0.6,-1.8,,0.466,0.289,0.293,0.602,0.35,0.206,,0.521,0.358,0.409,0.61,0.392,0.244,,Mets,Mets,96,96,95,86,99,102,103,97,100,96,108,99,6,4,0,2,2,0,0,2,0,0,1,2,0,4,1,0,0,0,1,6.0,1
yandy diaz,IF,TB,Hitter Fantasy Score,6.5,BOS,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Red Sox,lucas giolito,right,58,174,47,5,27,186,0.27,0.306,0.414,0.72,5,14,5,1,2,17,0.357,0.471,0.643,1.113,10,29,9,1,4,34,0.31,0.382,0.483,0.865,15,47,12,2,9,52,0.255,0.308,0.447,0.755,5.4%,17.2%,0.31,0.144,0.302,0.314,105.0,36,72,15,4,9,83,0.208,0.301,0.417,0.718,5,6,2,0,0,7,0.333,0.429,0.333,0.762,10,18,5,1,3,20,0.278,0.35,0.5,0.85,15,29,9,1,3,31,0.31,0.355,0.483,0.838,10.8%,9.6%,1.13,0.208,0.18,0.306,100.0,93.3,8.6%,54.1%,0.29,0.352,200.0,89.0,4.0,220.0,213.0,-14.0,35.0,167.0,7.0,6.0,76.0,3.0,61.5,,,,47.3,60.7,,1.9,,,,-2.0,-0.1,,0.404,,,,0.247,0.321,,0.468,,,,0.322,0.348,,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,1,4,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,5.0,0
rafael devers,IF,BOS,Hitter Fantasy Score,7.0,TB,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Rays,ryan pepiot,right,65,160,41,10,34,204,0.256,0.407,0.513,0.919,5,10,0,0,0,15,0.0,0.333,0.0,0.333,10,21,3,0,2,29,0.143,0.379,0.19,0.57,15,31,4,0,2,41,0.129,0.341,0.194,0.535,20.5%,22.4%,0.91,0.273,0.292,0.403,157.0,54,94,30,4,23,109,0.319,0.413,0.521,0.934,5,9,4,2,4,12,0.444,0.583,1.222,1.806,10,19,7,2,7,24,0.368,0.5,0.789,1.289,15,26,9,2,8,33,0.346,0.485,0.654,1.139,10.5%,21.9%,0.48,0.222,0.406,0.42,170.0,94.0,16.1%,55.9%,0.278,0.404,298.0,75.0,-3.0,272.0,256.0,2.0,55.0,233.0,12.0,7.0,108.0,6.0,60.3,52.6,,58.8,51.9,50.0,,1.5,-1.5,,0.5,-1.1,4.0,,0.427,0.221,,0.402,0.287,0.499,,0.443,0.353,,0.4,0.321,0.488,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,1,4,0,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,5.0,0
josh lowe,OF,TB,Hitter Fantasy Score,7.5,BOS,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Red Sox,lucas giolito,right,22,62,14,2,3,71,0.226,0.324,0.355,0.679,5,13,0,0,0,15,0.0,0.133,0.0,0.133,10,25,3,0,0,31,0.12,0.29,0.16,0.45,15,42,8,0,0,49,0.19,0.306,0.214,0.52,12.7%,21.1%,0.6,0.129,0.267,0.308,101.0,14,22,8,1,3,22,0.364,0.364,0.682,1.045,5,6,2,0,1,6,0.333,0.333,0.667,1.0,10,15,7,1,3,15,0.467,0.467,0.933,1.4,15,23,8,1,3,23,0.348,0.348,0.652,1.0,0.0%,22.7%,0.0,0.318,0.438,0.446,198.0,90.5,6.3%,48.4%,0.291,0.351,72.0,30.0,0.0,93.0,83.0,-4.0,23.0,65.0,3.0,1.0,26.0,1.0,66.7,,,,,,,2.6,,,,,,,0.477,,,,,,,0.5,,,,,,,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0
jarren duran,OF,BOS,Hitter Fantasy Score,8.0,TB,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Rays,ryan pepiot,right,64,188,53,4,24,209,0.282,0.344,0.457,0.802,5,12,4,0,0,15,0.333,0.467,0.583,1.05,10,27,6,0,0,30,0.222,0.3,0.333,0.633,15,39,12,1,2,44,0.308,0.386,0.487,0.874,7.6%,20.0%,0.38,0.176,0.34,0.351,121.0,55,104,26,0,13,109,0.25,0.284,0.356,0.64,5,10,1,0,2,12,0.1,0.25,0.1,0.35,10,22,6,0,3,24,0.273,0.333,0.455,0.788,15,30,8,0,3,32,0.267,0.313,0.4,0.713,3.5%,28.1%,0.13,0.11,0.364,0.288,77.0,92.2,8.1%,46.8%,0.263,0.323,219.0,86.0,-4.0,289.0,248.0,0.0,62.0,188.0,5.0,2.0,94.0,7.0,57.4,46.2,,37.5,40.0,45.2,,0.3,0.5,,1.0,0.2,-1.7,,0.352,0.314,,0.387,0.341,0.234,,0.374,0.299,,0.373,0.359,0.248,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,1,3,0,0,1,0,1,0,0,1,0,0,0,4,2,0,0,0,0,10.0,1
trevor story,IF,BOS,Hitter Fantasy Score,4.0,TB,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Rays,ryan pepiot,right,60,191,43,5,20,204,0.225,0.271,0.325,0.596,5,14,7,1,4,15,0.5,0.533,0.714,1.248,10,28,10,2,9,31,0.357,0.4,0.607,1.007,15,43,11,2,9,47,0.256,0.304,0.442,0.746,4.4%,30.1%,0.15,0.104,0.31,0.27,65.0,31,58,14,3,13,62,0.241,0.29,0.414,0.704,5,7,1,0,3,7,0.143,0.143,0.286,0.429,10,15,2,0,3,16,0.133,0.188,0.2,0.388,15,25,3,0,3,27,0.12,0.185,0.16,0.345,7.6%,30.3%,0.25,0.164,0.289,0.301,86.0,90.6,10.1%,47.9%,0.238,0.298,225.0,76.0,-7.0,248.0,176.0,-5.0,69.0,141.0,0.0,13.0,78.0,2.0,45.5,,,,64.9,38.7,,-2.7,,,,0.0,0.7,,0.19,,,,0.367,0.319,,0.246,,,,0.402,0.359,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,5,4,0,1,2,0,0,1,0,0,0,1,0,4,1,0,0,0,1,17.0,1
brandon lowe,IF,TB,Hitter Fantasy Score,6.5,BOS,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Red Sox,lucas giolito,right,59,178,49,11,33,193,0.275,0.321,0.506,0.827,5,12,3,1,3,14,0.25,0.286,0.583,0.869,10,29,8,2,6,32,0.276,0.313,0.586,0.899,15,48,17,4,9,51,0.354,0.373,0.708,1.081,6.7%,26.9%,0.25,0.23,0.325,0.356,134.0,32,55,8,2,3,59,0.145,0.203,0.255,0.458,5,10,1,0,0,10,0.1,0.1,0.1,0.2,10,20,4,1,2,21,0.2,0.238,0.35,0.588,15,29,6,2,3,30,0.207,0.233,0.414,0.647,5.1%,23.7%,0.21,0.109,0.154,0.209,31.0,92.1,12.4%,46.2%,0.27,0.352,224.0,37.0,-1.0,250.0,162.0,-6.0,45.0,149.0,4.0,1.0,75.0,4.0,61.3,35.1,,,59.4,52.2,,1.9,2.3,,,-2.4,-3.0,,0.409,0.403,,,0.284,0.185,,0.351,0.356,,,0.466,0.276,,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,0,3,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2.0,0
jonathan aranda,IF,TB,Hitter Fantasy Score,5.5,BOS,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Red Sox,lucas giolito,right,58,153,51,7,31,176,0.333,0.409,0.536,0.945,5,11,3,0,3,13,0.273,0.308,0.273,0.58,10,21,7,0,4,28,0.333,0.464,0.333,0.798,15,36,13,1,9,44,0.361,0.455,0.472,0.927,9.7%,22.7%,0.43,0.203,0.407,0.408,171.0,35,45,13,0,5,54,0.289,0.407,0.333,0.741,5,6,2,0,1,7,0.333,0.429,0.333,0.762,10,13,6,0,2,15,0.462,0.533,0.615,1.149,15,20,7,0,5,23,0.35,0.435,0.45,0.885,14.8%,25.9%,0.57,0.044,0.419,0.344,126.0,92.3,9.6%,51.4%,0.302,0.391,194.0,69.0,4.0,232.0,193.0,-4.0,45.0,178.0,10.0,3.0,78.0,6.0,53.6,,,,59.4,55.0,,2.2,,,,-0.5,2.2,,0.467,,,,0.327,0.39,,0.392,,,,0.387,0.424,,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0
junior caminero,IF,TB,Hitter Fantasy Score,5.5,BOS,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Red Sox,lucas giolito,right,58,170,46,11,30,180,0.271,0.306,0.547,0.853,5,16,4,1,2,17,0.25,0.294,0.563,0.857,10,31,9,3,9,34,0.29,0.353,0.742,1.095,15,50,15,5,15,53,0.3,0.34,0.76,1.1,5.0%,20.0%,0.25,0.276,0.282,0.364,140.0,36,72,16,4,11,78,0.222,0.256,0.403,0.659,5,9,2,1,2,10,0.222,0.3,0.556,0.856,10,19,6,2,6,21,0.316,0.381,0.684,1.065,15,31,9,3,8,35,0.29,0.343,0.613,0.956,3.8%,15.4%,0.25,0.181,0.207,0.284,84.0,91.7,11.7%,49.2%,0.273,0.347,194.0,64.0,6.0,218.0,187.0,-4.0,67.0,146.0,2.0,9.0,87.0,3.0,60.5,,,,56.0,53.6,42.9,2.8,,,,0.6,3.1,0.1,0.419,,,,0.416,0.436,0.34,0.39,,,,0.357,0.327,0.374,Rays,Red Sox,96,96,98,102,96,102,101,97,99,96,100,97,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0
ceddanne rafaela,IF,BOS,Hitter Fantasy Score,3.5,TB,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Rays,ryan pepiot,right,58,156,39,3,14,168,0.25,0.299,0.365,0.665,5,14,2,0,0,16,0.143,0.25,0.143,0.393,10,26,7,1,1,28,0.269,0.321,0.385,0.706,15,39,10,2,2,41,0.256,0.293,0.436,0.729,5.3%,19.4%,0.27,0.114,0.303,0.297,84.0,39,62,15,3,11,70,0.242,0.304,0.468,0.772,5,7,2,1,2,9,0.286,0.444,0.714,1.159,10,18,7,2,4,20,0.389,0.45,0.778,1.228,15,25,8,2,4,28,0.32,0.393,0.64,1.033,8.2%,19.2%,0.43,0.219,0.25,0.329,106.0,90.0,12.1%,44.8%,0.262,0.335,203.0,42.0,-3.0,219.0,106.0,-3.0,87.0,130.0,1.0,8.0,60.0,2.0,60.0,,,,48.1,42.9,,0.7,,,,-2.8,0.7,,0.37,,,,0.243,0.355,,0.419,,,,0.294,0.366,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,1,3,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3.0,0
carlos narvaez,C,BOS,Hitter Fantasy Score,5.5,TB,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Rays,ryan pepiot,right,46,123,36,3,13,134,0.293,0.351,0.447,0.798,5,8,2,0,1,11,0.25,0.455,0.25,0.705,10,23,7,0,1,27,0.304,0.407,0.348,0.755,15,40,14,1,4,45,0.35,0.422,0.55,0.972,8.0%,24.8%,0.32,0.167,0.393,0.362,129.0,30,48,12,3,9,58,0.25,0.379,0.479,0.858,5,9,2,1,3,11,0.222,0.364,0.556,0.919,10,17,3,1,4,21,0.176,0.333,0.412,0.745,15,25,5,1,4,31,0.2,0.355,0.36,0.715,18.0%,23.0%,0.79,0.22,0.303,0.386,145.0,91.9,13.0%,45.5%,0.243,0.327,166.0,61.0,-2.0,179.0,155.0,0.0,44.0,145.0,5.0,6.0,40.0,3.0,63.9,,,,31.6,47.1,,0.9,,,,0.2,1.5,,0.391,,,,0.384,0.383,,0.389,,,,0.278,0.359,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,2,4,0,1,1,0,0,0,0,0,1,1,0,4,2,0,0,0,0,7.0,1
abraham toro,IF,BOS,Hitter Fantasy Score,5.5,TB,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Rays,ryan pepiot,right,25,67,23,4,8,69,0.343,0.362,0.627,0.989,5,14,7,1,3,16,0.5,0.563,0.929,1.491,10,27,12,1,4,29,0.444,0.483,0.704,1.186,15,41,16,2,6,43,0.39,0.419,0.659,1.077,1.4%,12.9%,0.11,0.294,0.364,0.436,181.0,12,20,6,0,3,22,0.3,0.318,0.35,0.668,5,10,3,0,3,12,0.3,0.333,0.4,0.733,10,16,5,0,3,18,0.313,0.333,0.375,0.708,15,23,7,0,3,25,0.304,0.32,0.348,0.668,4.2%,12.5%,0.33,0.045,0.35,0.304,89.0,87.3,6.6%,39.5%,0.3,0.334,61.0,25.0,4.0,98.0,55.0,-1.0,26.0,55.0,0.0,1.0,24.0,1.0,43.3,,,,,,,1.7,,,,,,,0.394,,,,,,,0.315,,,,,,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,0,3,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2.0,0
marcelo mayer,IF,BOS,Hitter Fantasy Score,4.0,TB,Fenway Park,59.88,93,2.28,181,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Rays,ryan pepiot,right,12,30,8,1,2,34,0.267,0.353,0.467,0.82,5,8,3,1,2,11,0.375,0.545,0.875,1.42,10,25,6,1,2,29,0.24,0.345,0.44,0.785,12,30,8,1,2,34,0.267,0.353,0.467,0.82,11.8%,20.6%,0.57,0.2,0.318,0.359,127.0,6,7,1,0,0,7,0.143,0.143,0.143,0.286,5,5,1,0,0,5,0.2,0.2,0.2,0.4,6,7,1,0,0,7,0.143,0.143,0.143,0.286,6,7,1,0,0,7,0.143,0.143,0.143,0.286,0.0%,42.9%,0.0,0.0,0.25,0.127,-35.0,90.2,3.7%,51.9%,0.253,0.311,35.0,13.0,-2.0,36.0,30.0,0.0,13.0,22.0,0.0,0.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Sox,Red Sox,106,104,110,116,99,98,101,104,98,101,101,101,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0
pete alonso,IF,NYM,Hitter Fantasy Score,7.0,WSH,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Nationals,mackenzie gore,left,65,189,59,14,52,222,0.312,0.401,0.619,1.02,5,20,10,5,13,23,0.5,0.565,1.3,1.865,10,30,11,5,13,34,0.367,0.441,0.9,1.341,15,47,17,7,18,53,0.362,0.434,0.851,1.285,10.4%,20.3%,0.51,0.307,0.338,0.432,185.0,41,60,16,3,9,71,0.267,0.38,0.517,0.897,5,9,3,1,5,10,0.333,0.4,0.778,1.178,10,19,5,1,5,21,0.263,0.333,0.526,0.86,15,27,6,1,5,30,0.222,0.3,0.444,0.744,14.1%,23.9%,0.59,0.25,0.325,0.386,153.0,94.8,20.5%,55.3%,0.313,0.438,231.0,88.0,-2.0,268.0,231.0,8.0,71.0,264.0,12.0,3.0,97.0,6.0,69.7,,60.0,,45.7,41.9,59.1,1.1,,1.5,,3.9,1.4,-0.8,0.419,,0.313,,0.525,0.402,0.278,0.422,,0.403,,0.494,0.428,0.331,Mets,Mets,96,96,95,86,99,102,103,97,100,96,108,99,1,4,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5.0,0
francisco lindor,IF,NYM,Hitter Fantasy Score,7.5,WSH,Citi Field,68.95,85,6.35,192,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:10 PM,Nationals,mackenzie gore,left,62,193,55,10,27,223,0.285,0.363,0.487,0.85,5,16,4,0,2,17,0.25,0.294,0.313,0.607,10,29,8,2,4,31,0.276,0.323,0.517,0.84,15,45,11,2,5,51,0.244,0.314,0.422,0.736,8.1%,18.5%,0.44,0.202,0.308,0.367,140.0,36,65,18,4,11,71,0.277,0.324,0.492,0.816,5,8,3,1,2,10,0.375,0.5,0.75,1.25,10,15,6,2,4,18,0.4,0.5,0.8,1.3,15,28,8,3,5,32,0.286,0.375,0.643,1.018,7.0%,14.1%,0.5,0.215,0.269,0.352,130.0,90.2,9.0%,43.4%,0.266,0.348,223.0,98.0,1.0,279.0,236.0,-7.0,56.0,204.0,10.0,3.0,73.0,5.0,50.7,28.1,40.0,,51.9,,,0.0,-0.8,0.6,,2.0,,,0.354,0.218,0.303,,0.44,,,0.379,0.231,0.287,,0.401,,,Mets,Mets,96,96,95,86,99,102,103,97,100,96,108,99,1,4,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3.0,0
